"id","text","video_id","category"
"UgzDYqW2VVH1yHMBfN94AaABAg","голубую карту выдают не только айтишникам, физикам и биологам, а любой профессии с высшим образованием, в том числе и экономистам. Критерий голубой карты - это зарплата и она должна быть забубенная. На данный момент что-то около 4.700 евро в месяц. Вы назвали какую-то очень низкую границу (40 с лишних тыщ в год). Такая граница действует для так называемых Mangelberufe, куда действительно сходят айтишники, физики и биологи. Но вот экономисты не входят. В итоге разница между голубой картой и простой рабочей визой - срок, когда можно подавать на ПМЖ. С голубой картой - через 36 месяцев, насколько я помню, с рабочей визой - через 5 лет.","12","P"
"Ugy2ufQ1qpyH9Dul9m54AaABAg","Название специальности на латинском написано. Как быть с переводом диплома на немецкий язык, если нужно перевести название специальности?","12","P"
"UgypsJSANuFD487pvy94AaABAg","О двух копиях. Т.е. когда переводили документы, просили, чтобы перевод был в двух экземплярах?","12","P"
"UgzwX2sAVPAIHfie8PF4AaABAg","Полноценное руководство к действию для IT специалистов. Браво за такой контент 👍","12","P"
"Ugxxz3Zzf-kUMmyrR_54AaABAg","А как же вас после МАИ вообще из страны выпустили?","12","P"
"UgyrQwDXRaTsf_BwXDl4AaABAg","А что делать, если опыт работы неофициальный?) Рекомендация от работодателя прокатит? Текущий клиент может сделать оффер (рабочая виза), но трудовая книжка пустая. Есть диплом магистра в сфере ИТ","12","P"
"Ugwn7Jgk2YHr56GBA_14AaABAg","Уже немного устарела инфа) Теперь появилась ещё одна памятка для IT-специалистов без формального подтверждения квалификации с опытом работы от 3х лет. С Голубой Картой - это вообще театр абсурда на самом деле. Про высшее образование и ГК сказанное относится в основном к Посольству Германии в Москве. Я сам с этим столкнулся, причём у меня на руках было положительное заключение от Bundesagentur für Arbeit, в котором говорилось, что они уже дают разрешение и дополнительные проверки не требуются. Однако, уполномоченные послы/консулы в Москве имеют на этот счёт своё собственное мнение. Знаю людей, кто получал ГК с образованием в другой сфере в Екатеринбурге и Казахстане. Там консульский отдел почему-то не видит в этом проблемы. Есть еще один лайфхак, который мне рассказали сотрудники самого посольства (но сейчас во время пандемии не будет работать). Можно получить визу для поиска работы в Германии по своей специальности на 90 дней. И, имея положительное решение от Bundesagentur für Arbeit оформить ГК уже в самой Германии. Там так же не проводят никаких дополнительных проверок, имея заключение от Bundesagentur für Arbeit.","12","P"
"UgzlabRgp5RDKhMxdg14AaABAg","Здравствуйте! Сколько зарабатывают начинающие тестировщики в Германии?","12","P"
"UgzX74QjqZ15K0dxgnp4AaABAg","Блин.. ВУЗ подходит, профиль обучения тоже. Но... у меня бакалавр, а в списке спциалист....","12","P"
"UgwKhGuv0lNr1FRvRlp4AaABAg","Дирндль Вам идёт.","12","P"
"Ugw9Ql2KM8lQB8tHyil4AaABAg","Cпрашивают ли алгоритмы и струкруры даных в Германии на собеседовании?","12","P"
"UgytW2RlzCTk79urLE14AaABAg","Черт в у меня не профильный диплом (","12","P"
"Ugy9zS42uH2d-g_maxF4AaABAg","Здравствуйте, возник вопрос: можно ли это всё провернуть за 2 месяца? Условно говоря, в конце июня получить диплом бакалаврита, начать искать работу(тут понятно, что очень сильно зависит от везения и способностей, но, предположим, оффер есть), подать все документы и до конца августа успеть уехать?","12","P"
"Ugw4SdJC3Z09JyTy2zp4AaABAg","А я просто родился немцем) Spätaussiedler это не Gastarbeiter.","12","P"
"Ugy-EMLBNSDGtvPQlc14AaABAg","Отличный контент! Спасибо :)","12","P"
"UgzR_Ej303BfbfP2SO94AaABAg","Вы уверены что для айтишников нужно именно образование? Я на дойчевелле смотрел передачу, там говорили что именно айтишников берут и без, что в 20 году меняли закон. Спасибо за подсказки где искать работу.","12","P"
"Ugw6d5T2Wpvt0wNFvKl4AaABAg","Ксю! За Серёгу замуж выйдешь?))","12","P"
"Ugwh1WoF19ioTbn0GzJ4AaABAg","ОООо это то что мне нужно как раз в 21 году заканчиваю магу и хочу валить делай больше видео канал пушка бомба пулемёт))))","12","P"
"Ugzg405jiY9YZrO47X54AaABAg","спасибо, Ксения!","12","P"
"UgzwabCZoa-bvxtri-54AaABAg","я могу претендовать на голубую карту, тут нет вопросов, но что на счет супруги? у нее образование гуманитария, в it пока джун, на что она может рассчитывать при переезде со мной? может ли она работать или ей самой получать рабочую визу?","12","P"
"UgwPZAg0NYA5s5R-DEx4AaABAg","Ксения, а как немецкий после английского языка? Есть ли что, чтобы взять из английского? Хорошо бы видео о твоём опыте изучения немецкого.","12","P"
"Ugw-qXsWQBpJAo0KWkV4AaABAg","Есть ли шансы устроиться программистом в Германии с более менее немецким и плохим английским (только чтение, говорить и понимать на слух толком не могу )?","12","P"
"UgyS7qlZ5GsDeWHqQNl4AaABAg","Порадовал образ на превьюшке!","12","P"
"Ugwp0MbaYVsD5jqA1Zp4AaABAg","Я из крыма. Моего города на anabin даже в списке нет =(","12","P"
"Ugw4zCM6fWFlp2EY0w54AaABAg","что если у моего вуза статус H+/- ? и еще не показывает список факультетов","12","P"
"UgzIJ03HSQBlkHcs6Ul4AaABAg","У меня вышка гуманитарная, вот думаю, стоит ли заморачиваться со второй вышкой в ИТ для голубой карты или не дергаться и набирать опыт работы для визы..","12","P"
"UgwSCGE2k_c7LSP9SxJ4AaABAg","Подскажи пожалуйста, а Qa engineer возможно найти работу? Тоже завершил обучение в МАИ","12","P"
"Ugwla2KbF9kwZovgtVN4AaABAg","можно ссылку на англ?","12","P"
"UgwGMMS2CikdwzAWMyt4AaABAg","А зачем туда ехать ,если сегодня у нас для программистов огромные возможности.Тут и работы много и вакансий , и оплата высокая,совсем не проблема с такими зарплатами купить жилье ,что тянет так некоторых за рубеж?","12","P"
"Ugyv1R214RrQFRvfAr94AaABAg","На Анабин нет Беларуси. Печаль, тоска.","12","P"
"Ugw-BNL8lDaU15RCdMh4AaABAg","Скажите, реально ли найти работодателя молодой девушке сразу после университета , специальность автоматизация, но без опыта работы?","12","P"
"UgzeUXownnuwMJlh9Dl4AaABAg","А через сколько лет можно подаваться на получение гражданства? Требуется ли отказываться от своего (российского) при этом?","12","P"
"UgxH-g53H8ir6GNRywJ4AaABAg","Ксюша, а у тебя есть инстаграм?","12","P"
"UgyquCnbK2xG4dctatt4AaABAg","Огромное спасибо за видео! Нашёл в списке свой вуз ( H+ ), но не нашёл специальность в списке. Для моей страны её нет в списке специальностей и для других ВУЗов. Получается придётся подавать на подтверждение, несмотря на наличие ВУЗа в списке? :(","12","P"
"UgyYSDrcXaQiNJeSzr94AaABAg","Что за не кликбейтная заставка? Зашел посмотреть на русскую девушку в немецком национальном платье, а тут вытянутая футболка )) Позволю себе несколько советов начинающему блогеру. Полагаю раз тема ИТ-ная, то большая часть этого канала мужская аудитория. А как известно мужик любит чего посмотреть. Поэтому советую автору сменить банальный прикид ИТ-ка (кислотная футболка и потертые джинсы) на классические женские наряды (платья, сарафаны, ну или хотя бы норм женские блузки, аналогичное платью на заставке, автору оно весьма к лицу) В результате ИМХО получится притягательная гремучая смесь из образа милой девушки и матерого ИТника (по-моему ютюб такого еще не видел). Также просьба добавить немного мимики/эмоций во время повествования (хотя бы немного улыбаться, каменное лицо на всем протяжении немного удручает). Ну и на по следок, неплохо было бы использовать уличные локации, особенно если это какое-то разговорное видео. К слову спальня вот вообще выбрана не в тему. Девушка сидящая на большой двухспальной кровати навивает нехорошие мысли даже у порядочных людей )) Думаю в Германии полно спокойных и красивых мест, где можно запилить видео. Нам из РФ лишний раз посмотреть/позавидовать как буржуи живут, очень даже интересно.","12","P"
"UgyyVmpB1lRdnZWZK694AaABAg","Как думаете, есть возможность у инженера-электроснабжения работающего как инженер-программист получить блю кард, вроде и там и там есть слово инженер?))","12","P"
"UgxsgEgrRKEdydWv-3N4AaABAg","В описании к видео неправильная ссылка на памятку для голубой карты (там ссылка на тот же документ, который для рабочий визы указан). Правильная ссылка на памятку для голубой карты: https://germania.diplo.de/blob/1611612/70aaf31621bd3093d4fadef40f9cd7db/blue-card-data.pdf","12","P"
"Ugypbo1bNssgdrM_AKN4AaABAg","Интересно, диплом инженера-механика с/х машин прокатит для блаукарт? Может слышали от знакомых, что у кого-то получилось. Мой универ имеет статус H+ и специальность моя также уже имеется в Anabin. Хочу переезжать как front end engineer","12","P"
"UgxbbmXxmdx9xU8Kj3V4AaABAg","Wirtschaftinformatiker - подходит по ИТ направлению, как я понимаю? У меня такое же образование(только институт H+-=, но я пошёл в сферу железа. Иногда задумываюсь релокейт в Германию.","12","P"
"UgwM-p6MIbtzdtGEoGB4AaABAg","Ксения, здравствуйте. Можно ли получить ПМЖ в дальнейшем программисту по рабочей визе в Германии минуя Блю Карте? У меня высшее в экономике и получение второго высшего не предоставляется возможным. Спасибо за ответ","12","P"
"Ugzz34urBefZSHFr_M94AaABAg","Спасибо! Рабочая виза разрешает супругу работать, или я должна его содержать? Ребенку можно в гос садик-школу? Еще вопрос возник, может, сложный. Я могу работать в IT как индивидуальный предприниматель, тогда 3 года зачтутся? Я же плачу налоги и соцвзносы в своей стране тогда.","12","P"
"Ugxx0e12sFOIhVYPW1N4AaABAg","спасибо! если у вас опыт поиска рпботы через рекрутера? насколько это может осложнить поиск такой компании, которая хорошо подойдет?","12","P"
"Ugz7gSHXsYmQnxa2--B4AaABAg","Без вышки и подтвержденного опыта работы есть вариант переехать в Германию в качестве разработчика? Говорила мне мама: учись сынок... 😊 У меня достаточно хороший опыт в бекенде, но почти все время работал в серую, в т.ч. на специфичные конторы( Может есть котируемые сертификаты, экзамены, с помощью которых за короткое время можно формализовать свой многолетний опыт работы.","12","P"
"UgwuqczvHE9wLvqI40R4AaABAg","Спасибо большое! Очень все хорошо разложено:)","12","P"
"Ugw5eyTyttmDaSGhTaJ4AaABAg","Есть ли минусы в переезде в Германию? (Если точнее то какие🤔?)","12","P"
"Ugx9Z940UnIsWqUUkbp4AaABAg","Ксения, привет! Подскажи пожалуйста по сайту anabin. Свой вуз я нашла с H+, а моей специальности нет. Получается мой диплом не признают в Германии?","12","P"
"Ugyr089Bh-FsNdZXxCd4AaABAg","Привет, Ксюш! Сама живу во Франции, и смотрю что делается у соседей 👍 Любопытно, что голубая карта европейская, а требования разнятся в зависимости от страны. Например, у нас для ее получения нужен или минимум 3 годичный диплом вуза, или 5-летний опыт соответствующие специальности.. помимо прочего. Хороший контент на канале. Успехов! 🙌","12","P"
"UgzKAPISHE6XIzmCREh4AaABAg","Ксения, привет! Если у меня по специальности только диплом магистра (диплом бакалавра - не технический). Есть ли шанс получить голубую карту?","12","P"
"UgxrxGleICsRPNVO1zd4AaABAg","А как с немецким? вы изучаете? если да, то как оптимальнее изучить его?","12","P"
"UgxGv_k1VFZNuGtwf5F4AaABAg","Привет😉Я не программист, моего Снгшного Вуза специальность ""Финансы"" даже нет в списке на проверку🤣 Зимой закончил трехмесячные курсы ""Сварщик""-опыта нет. Есть ли шанс уехать работать в Германию? Немецкий язык примерно А2😎","12","P"
"UgxCtSIuN2539IBCiFV4AaABAg","Про следовать памятке даже если кажется странным - отличный совет! это прям очень экономит время.","12","P"
"Ugzw53TSxgSG2JBoBAh4AaABAg","Спасибо за видео. Очень мотивируешь. Скажи какой минимальный уровень английского нужно иметь для голубой карты. Или конкретного порога нет и если работодатель со своей стороны оформил документы, то на баллы в сертификате никто не смотрит!?","12","P"
"Ugx0XtD1dS1mQvC9KeV4AaABAg","Огромное спасибо за контент! Смотрю каждое видео, сам «айтишник». Нацелился на переезд из ЮВ Азии в Берлин, ваши видео придают ещё больше мотивации","12","P"
"UgxvCACzZEhKF_2VTZl4AaABAg","но если я сам владtую немецким, разве нужно мне переводить мною же написанное CV в конторе с нотариусом, если я сам могу перевести своё же CV...","12","P"
"UgxnFih0WlOnsqQXz_J4AaABAg","Спасибо за видео) Трудно искать квартиру с котиком в Германии?)","12","P"
"UgyZSdPJ_sOns6LMK9l4AaABAg","Супер пятничный подгончик! Спасибо за видео, безоговорочный лайк :)","12","P"
"UgyWbDNegmOaeCBGeOd4AaABAg","В Германию проще свалить чем в англоговорящию страну?","12","P"
"UgxYqiz5oPEMg2ZsjKR4AaABAg","С сегодняшнего дня начинаю учить язык программирования ""Python"" :D. Свои успехи опишу в следующем году","13","P"
"UgzBu5tOC8dMyPJYnEp4AaABAg","Спасибо за видео и за идею)","13","P"
"UgwPOf2z5sE3kHHUpUp4AaABAg","штукенция учила програмирование и так и не выучила)","13","P"
"UgxjKrbAFnkRbdgka7d4AaABAg","учу питон по книге Эрика Мэтиза. Залетает на ура. Перед тем, как начать учить программирование, нужно выбрать направление конкретное и следовать ему) Чтобы программы были реальными)","13","P"
"Ugw1sz2PilDD1CteKod4AaABAg","Почему я от этого видео словил жесткий кринж","13","P"
"UgyH1bfOEMbFnVvn6_94AaABAg","Привет. Заинтересовался питоном. Сейчас собираю информацию о нём, знакомлюсь с опытом других людей, прислушиваюись к их рекомендациям. Благодарю тебя за идею по изучению языка через создание своих собственных игр👍🏼 Скажи, пожалуйста, сколько прошло времени с момента твоего принятия решения ""да, я буду изучать Питон"" и знакомства с лекциями о нём до записи этого видео? Много ли чего изменилось до сегодняшнего момента: чем живёшь, в каких взаимоотношениях ты сейчас с питоном? Где работаешь/чем занимаешься/как Питон помогает тебе на хлеб зарабатывать?","13","P"
"UgzqZ7WPFVA3hZnbuTh4AaABAg","Автор, скажи пожалуйста какой питон в книге. 3?","13","P"
"UgzeHz_NaOvfZUNjJTR4AaABAg","Критичный взгляд на всякие курсы очень понравился)","13","P"
"UgyBSOaei8NGO5U_jgR4AaABAg","Много воды 🌊","13","P"
"UgwMqy4Sbnryahy-O7l4AaABAg","Почти 17 минут смотрел и думал; нафига надевать упаковочный поролон на руку?) И да, у меня когнитивный диссонанс, в ютубе девушка без косметики) Если без шуток, сто лет назад писал на ассемблере. Что-то получалось, вроде даже не плохо. Потом вид деятельности поменялся. В последние годы сделал несколько попыток освоить современные языки.. Вообще не понятно.. Какое ооп? Чем был плох продцедурный стиль?) Синтаксис некоторых языков вообще придумывали душевно-больные маньяки) Нафига так сложно?) И да, самое главное, все эти книжки, статьи, видео ""с нуля"", ""для начинающих"" и т.д. - это нихрена не ""с нуля""!) По-настоящему ""с нуля"" это объяснение терминологии, синтаксиса и использования функций, методов, классов и их комбинаций. Чтобы не получать каждый раз взрыв шаблонов, когда в каждом новом скрипте-примере уже знакомая функция, оказывается, работает ваще по-другому из-за нового класса.. А скопипастить код себе в редактор, подергать, поменять местами операторы, подобовлять новых - это уже детская забава, если знаешь и понимаешь что именно ты добавляешь и как оно работает.","13","P"
"UgxT7L-ioXPTup4TmDl4AaABAg","бесит твоя мимика и все движения","13","P"
"UgwaWMSrTTkQC5iOeb54AaABAg","Годный совет. Хотел по обычной книге изучать, просто засыпал в процессе. Надеюсь с этим будет веселее","13","P"
"Ugx0djxiZ5vAZioK0dh4AaABAg","15:30 - PyCharm по нажатии ctrl+alt+L правит выделенный код под стандарты","13","P"
"UgwKE8vSW4iDGa9TsWV4AaABAg","красивые руки!","13","P"
"Ugy_nT-DJNh_Bbzkqld4AaABAg","а есть отдельный канал этой девушки??","13","P"
"UgzmKAGGSj7PuWwBK-J4AaABAg","Интересное видео! Но во время просмотра был вопрос: для чего у Вас на руке ""поролончик""? Просто интересно :)","13","P"
"UgyFpY0cEi-clYN_Rih4AaABAg","А вообще ты молодчина,так держать !","13","P"
"UgxbyXuAFyIa7EO9mOB4AaABAg","Я как раз по этой книге сейчас и учусь Заинтриговало,что за игра там такая с убийством андедов.Но забегать вперёд не буду)","13","P"
"UgyhuUf3EEy4hVDBKul4AaABAg","Больше 8и минут не осилил ... Люди ждут необходимую инфу, особенно на этом этапе. А тут откровенное *****. ПыСы. Где икьтит ?!","13","P"
"UgycwvrkqjhzXD3RDbh4AaABAg","когда обещали горы в программирование и ты пошел на ютуб рубить бабки)","13","P"
"UgyzFyGmdZxsN39RemR4AaABAg","Зачем ей питон 🐍 🐍 🐍???? Играй в доту","13","P"
"UgwKgJlu-dHpPSwdOrN4AaABAg","Сразу не понял, потом понял","13","P"
"Ugyjz_0Ov88FE6DHqJl4AaABAg","Кем и где Вы работаете пока учитесь? Сложно устроиться писателем питона?","13","P"
"UgzfVwLE75LMOXXks8V4AaABAg","Ясно что ничего не ясно🌝","13","P"
"UgyIxSams1RMa_RC28t4AaABAg","БОЖЕ. КАК. МНОГО. ВОДЫ. Обдумывай речь до того как записываешь видео.","13","P"
"Ugw9kSfGfITSSZ7FIE14AaABAg","Я только начал учиться pythonУ","13","P"
"UgwJ5zsEM9QBV-AHLFF4AaABAg","""A Byte of Python"" очень не плохая книга. Также для тех, кто уже что то знает, но не знает где применить знания есть ""Проект Эйлер"".","13","P"
"Ugzm169zRrpXD5OqS1l4AaABAg","Не питон а пайтон!!!","13","P"
"Ugykk2_Y0vT4jwajhtt4AaABAg","Мдааа, а то что в книге в конце каждой главы идет практическое задание её не смущает, это же Книга Майкла Доусона ))).. Там в конце тебе к тому что ты прочитала практическое задание, а написана теория.. Чтоб человек осмыслил в чем суть. И чем проще и понятней код, тем лучше, видимо ты не ту книгу читала.","13","P"
"UgwVc5FR1MJfV8tS1Od4AaABAg","спасибо за рекомендацию книги","13","P"
"UgwUExNFHr7nwWnW18d4AaABAg","я тоже учу питон","13","P"
"Ugx9-d0L5P51sEphbHV4AaABAg","Довольно классная идея, но много повторений и воды (видео начинается на 8:15)","13","P"
"UgxFXn8Sn7HEMkwgEOd4AaABAg","Ты очень красивая))","13","P"
"UgxsrPCT1D4vGju64-h4AaABAg","Без лифчика очень клёво смотрится 😋😋😋","13","P"
"UgxEiiP0asOtaY8AwI54AaABAg","хм штукенция я тебя видела на немного другом канале😳","13","P"
"Ugwkirq8XQljRrcREW94AaABAg","По работе, требовалось освоить некоторый серверный софт для автоматизации процессов в отделе. Связано с полиграфией. Программа написана на Java, внутри можно делать некоторые скрипты на js (движок js rhino). Встала необходимость ""парсить"" экселевские файлы. У серверной программы, есть отдельный модуль по запуску VBS скриптов. Через него парсил с использованием экселя и его библиотек. Много глюков, зависаний. Потом открыл для себя пайтон, его бесплатные библиотеки. Стал изучать. Нашел возможность запускка PY через VBS с передачей аргументов... И пошло. Вначале число функциональное прогр-е. Потом стал классы использовать, разбивать на модули. П.С. Пробовал nodejs. Не осилил. С пайтоном реально проще освоить все эти абстракции и прочее. Сейчас, уже на основе пайтона изучаю JS для фронтенда. Стало намного легче. А после фласка, нода вообще понятна.","13","P"
"UgyYdRcA-hTCwnrif3h4AaABAg","Привет,вопрос ти хорошо знаєш математику и английский перед изучением python??","13","P"
"UgxVFgO5dWAypEMcT9B4AaABAg","0:18 ты похож на моргенштерна","13","P"
"UgzjNczoaL_byqH2Zf54AaABAg","Питон - Няшка!? Лайк","13","P"
"Ugw_VKzjaBsxzYlvufV4AaABAg","Питон Python с нуля без бла бла с вопросами для собеседования https://youtu.be/5uEVOMmb6WA","13","P"
"UgywHoAT8VcqJhyr8Vh4AaABAg","цикл в условный оператор? а в питоне есть цикл while?","13","P"
"UgxLSEQCaTnaJMFconZ4AaABAg","Вам 30 лет? Ого, я думал 20","13","P"
"UgwxhTGQRgKwhZKnrJZ4AaABAg","Блин, остановился на программе Рантье и Кости. Согласно инструкции набираю- и чет не выходит результат. + в книге есть ссылка на сайт, с кодом - который не работает. Как так то?","13","P"
"Ugx6djVJ8jYT7pDdnA14AaABAg","while True : print(""👏"") Output: 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 ....","13","P"
"Ugzhz-EUk-xFBNBhfcB4AaABAg","я зашел смотреть и слушать про пайтон, а весь видос в альтабе искал кружку, ибо на алике уже нет такой((","13","P"
"Ugw6uN0wGllFrlGq9dZ4AaABAg","крутой браслет","13","P"
"UgwkF3A584jgJZfzEi14AaABAg","Красоточка!!!))) походу я влюбился! Выходи за меня замуж!) готов любоваться тобой 24/7","13","P"
"UgxLXJUt5KjPo8VMGx54AaABAg","+","13","P"
"UgzJha5tz7XW0qf28mR4AaABAg","Посмотрел ваше видео, сразу прозрел! Вы так хорошо обьясняете, и это классно! Я тоже изучаю Python, уже писал калькулятор, и ещё некоторые работы, удачи вам!)","13","P"
"Ugwx3MhM_PXoIHz9ZvF4AaABAg","Красивый браслетик , такой стильный","13","P"
"UgxV_3pzGW35qQ3Rhfp4AaABAg","Хороша сосочка","13","P"
"Ugza_YvyyHz7Keduu614AaABAg","Штукенция, где игра про андедов? Хочу поиграть!","13","P"
"Ugy1FLmnpSTLyFX4gZ54AaABAg","Прям сейчас учу Python с самого нуля. Моя основная работа никак не связана с программированием. Все с самого начала прохожу вместе с вами)","13","P"
"UgyF1NY-6tKgfAD9RFF4AaABAg","Это касается любого языка программирования, да и, кстати, не только - любой сферы, любой профессии... Пока не начнём делать реальные, интересные нам, вещи, всё это обучение кажется нам ненужной неинтересной бесполезной фигнёй.","13","P"
"Ugzn7ykyxeaaV5s5pGl4AaABAg","Да это, считай, пивной бокал, а не чашка! Для почек полезно...","13","P"
"UgyzShnOkL5yvtGxYgV4AaABAg","Тоже раньше знакомился с С#, РНР, и НТМL, но потом забыл. Уже за 30 и тоже решил изучать Python и не разочаровался. Тем более ютуб почти весь на нем написан. Читаю ""Начинаем программировать на Python"" Тони Геддис, с задачами и примерами. Знать все невозможно, главное уметь найти то, что необходимо.","13","P"
"Ugz4ZmheIjiMbhnXwdV4AaABAg","И ещё хорошая книга! Изучаем программирование на Python Бэрри Пол","13","P"
"UgwS0-xaatUd6UMfpMN4AaABAg","Да хороший выбор книги! И кстати Майкл Доусон программирование на python","13","P"
"UgzgPrnzWaGatM1pTih4AaABAg","пААААААйтон!!!!","13","P"
"UgxnZwFWgrmTDJFEgmt4AaABAg","""Python для детей и родителей. Играй и программируй"" Она?)","13","P"
"Ugysi5tLkGK3xHIwRZ14AaABAg","Ты крутая 👍","14","P"
"UgxoVx2maJ3MGPBfwbd4AaABAg","Смотрю канал ""Отношения"" - ничего не понимаю. Смотрю канал ""Айтишник"" - снова ничего не понимаю!","14","P"
"UgzIU_-CoWvBXcHxQrd4AaABAg","Лайки - 1 тыс.!? Дизы - ? (p.s. Штукенция изучила интернет!).","14","P"
"Ugz4DrkL4XLGVHHWZgF4AaABAg","Такое рассуждение и опыт приободряют.","14","P"
"UgzUUmCIai4s_4HzLZ14AaABAg","топ для веб разработки: pycharm, хотя саблайм текст тоже тема, плюс саблайма легковесность, но много мороки с поключением модулей и дб","14","P"
"UgxCy0xF-QDyn4ThnA14AaABAg","Напиши книгу: "" От психолога до пайтониста ""... получится та еще штукенция","14","P"
"Ugx36a2xbatx0djGd5Z4AaABAg","Почему хейтите лучше сами создайте ролик потом посмотрим","14","P"
"UgzbOiK-kpFQ_o5lJON4AaABAg","Для школьников советую поступить в ЯндексЛицей. Здесь упор делается на практические навыки.","14","P"
"UgzkcUDC56fAHqnyd_d4AaABAg","А можно список книг сюда, а то ссылки не нашел о которой ты говорила в видео.. Плиз..","14","P"
"UgxapNhK2b2yV4kKf794AaABAg","анализ данных еще о python: https://www.youtube.com/watch?v=5uEVOMmb6WA https://www.youtube.com/watch?v=qWBNK0ydGUM","14","P"
"UgwqXhZfppWyouswXbV4AaABAg","ПАЙТОН мля, ПАЙТОН!!!!!!!","14","P"
"Ugzr27QGCX4kPy75zIl4AaABAg","ёлки палки сколько у тебя каналов то?","14","P"
"UgwjFaxF9sFmSRPOXNB4AaABAg","самое глупое объяснение как изучить пайтон.","14","P"
"Ugxo3FBGc8-ZlhoNhOZ4AaABAg","Скука","14","P"
"UgzIBtrX6vb6Irt_wSl4AaABAg","Вангую... хоть язык программирования и не знаешь, но что-то мне подсказывает, что хорошо знаешь английский язык. Не так ли?","14","P"
"UgyptS_AI63rDQGQrCx4AaABAg","+ Спасибо!","14","P"
"UgzJhXS8ehUcKD55OZd4AaABAg","Ммм. Какая классная девушка)","14","P"
"UgyL2nbJ2pni-GYNVk54AaABAg","нужна ли верстка html css js перед изучением питона?","14","P"
"Ugxi73Vl23_X2LuploF4AaABAg","Зеркало грязное, подбешивает.","14","P"
"UgwYu64E6UNroFRmnPJ4AaABAg","Если вы готовите еду, купите нож , книгу рецептов и готовьте.","14","P"
"UgxGuF4oxbFIiW9cDel4AaABAg","Оденься сначала","14","P"
"UgxWFLOXkyI4LMokrn94AaABAg","зеркало сзади не красиво на будущее","14","P"
"Ugx6OJLVZDDmwqZNed14AaABAg","Тупо хуйня. Нихрена не сказала, только ссылка на сайт","14","P"
"Ugw8T8Zw6YoX02FhYaF4AaABAg","Для старта достаточно прикольно учить с помощью бесплатного интерактивного тренажера, один из таких pythontuts.ru","14","P"
"Ugy5qSRfrnJbhSUsCwN4AaABAg","*Штукенция...* *Вопрос:* *СКОЛЬКО У ТЕБЯ КАНАЛОВ!?!!?!*","14","P"
"Ugw48DhJlaa4ZbFlYgB4AaABAg","та я тупа хачу питон. Эмм, в смысле?.. ля!","14","P"
"UgxU35FtT6ZCLnATmbN4AaABAg","самка говорит про питона... реально доставило! =))","14","P"
"Ugwx_9H1fPrVL2tFhsV4AaABAg","Как всегда, очень громкое название, а информации 0. Только и говорит чтобы переходили на их сайт, на котором тоже особо ничего нет.( бессмысленно потрачены 10 минут моего времени","14","P"
"UgyWZgAWfKEBrqTEdS14AaABAg","на нашем сайте на нашем сайте на нашем сайте на нашем сайте на нашем сайте на нашем сайте на нашем сайте на нашем сайте на нашем сайте на нашем сайте на нашем сайте на нашем сайте на нашем сайтеглонреипмкасотрипматипмасьтирепмкауимкф56кчв7сеанмпгритошргипнмаевы5вксеамнигтшорипмнаесквчяыячсемингшщь амвсреорнепкаувкаепнр6го7грн6пекаус","14","P"
"UgyL3Mp03mLGw4EbBSh4AaABAg","ааааааааааааааааааааааааа как же режет слух *ПИТОН* блин","14","P"
"UgxmHOKa35B5ccq7MKZ4AaABAg","Тупа пажилой питон","14","P"
"UgxiMgME6ouhi2vIlzd4AaABAg","Перестал смотреть после слова ""питон"" на первых секундах ((","14","P"
"Ugwy9pJKYNQKcJmEPsV4AaABAg","Изучи моего питона","14","P"
"UgyHTQZA-g1mUbMfVuR4AaABAg","Лайк за усердие))","14","P"
"Ugx10BLwfIfNmxGysy14AaABAg","228 Дизлайков)))","14","P"
"UgzJepLFDjxI8SFiAPt4AaABAg","Мне послышалось или она сказала пи член?)))))))) ОРУУУУУ))))) 1:50 ПРИСЛУШАЙТЕСЬ Я ПОТУХАЮ С ЭТОГО!!!)))))))))))) О БОЖЕ МОЙ АХАХАХАХА ОНА ВОПШЕ ЗАМЕТИЛА ЧТО СКАЗАЛА?)))))))","14","P"
"UgyXvB2nybd6QEpO3nN4AaABAg","1) берёшь питон. 2) изучаешь. 3) Профит!","14","P"
"UgxbJmqfptpjhAXDj4l4AaABAg","Можно рассказать про python в формате asmr 😅","14","P"
"UgyhJYTZ48n4X51ljVR4AaABAg","SoloLearn я на нём учусь","14","P"
"Ugy7d49Ymky-cu628DZ4AaABAg","Syblime Text бесплатный ?","14","P"
"Ugxz2VIYFcNL13RDAk54AaABAg","Зачем прокалывать не красивый нос?Пирсинг должен подчеркивать красоту. Представьте пирсинг пупка жирного живота, фу бле.","14","P"
"UgyqTvwNydwUiYzY1gJ4AaABAg","Работал в редакторе Fusion 360 (это типа SolidWork только от Autodesk). Понадобилось написать скрипты для автоматизированного рисования деталей (Гаек, болтов, шайб, шестеренок и т.д.). Открыл на сайте Autodesk документацию по Fusion API поизучил под собственные задачи, посмотрел видео. Неделя, я программирую скрипты для Fusion 360 на Python. Программировать в будущем что либо другое на Python под иные задачи - легко. Всегда есть API!","14","P"
"UgxpxO7OJfGXgY9NjNZ4AaABAg","Зачем клавиатура лежит.","14","P"
"UgzQR5UDg1U8QmRw2JB4AaABAg","Обоятельная леди, я бы с ней поучил питон!","14","P"
"Ugy5TMAY81c7vqjvot54AaABAg","Ути пути. А программистом мадам не является","14","P"
